LSOA_Code,LSOA_Name,MSOA_Code,MSOA_Name,Year,Month,Month_Period,Crime_Count,Crime_per_Capita,Crime_Rate,Total_Population,pop_density,Total_Annual_Income_British_Pounds,income_per_capita,Income_Deprivation,LSOA_Latitude,LSOA_Longitude,LSOA_Shape_Area,LSOA_Shape_Length,Max_Temperature_Celsius,Min_Temperature_Celsius,Rainfall_mm,Sunshine_Hours,Air_Frost_Days,month_sin,month_cos,is_summer,is_winter,is_spring,is_autumn,crime_lag_1m,crime_lag_2m,crime_lag_3m,crime_lag_6m,crime_rolling_3m_mean,crime_rolling_3m_std,crime_rolling_6m_mean,crime_rolling_6m_std,msoa_avg_crime
E01000013,Barking and Dagenham 013A,E02000014,Barking and Dagenham 013,2024,1,2024-01,24,0.0121642169285352,12.164216928535229,1973,0.0660080548309726,59470.0,30.141915864166243,0.7490077101073922,51.5446,0.144608,29890.2914962769,801.485874261075,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,32.0,19.0,25.0,34.0,25.33333333333333,6.506407098647713,24.666666666666668,7.580677190506561,16.0
E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,2024,1,2024-01,15,0.0083845723868082,8.384572386808273,1789,0.0688928389483993,59470.0,33.24203465623253,0.7231929636902654,51.54568,0.143346,25967.865852356,636.525700137563,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,17.0,6.0,15.0,22.0,12.666666666666666,5.859465277082315,13.333333333333334,5.81950742474538,16.0
E01000015,Barking and Dagenham 009A,E02000010,Barking and Dagenham 009,2024,1,2024-01,18,0.0071971211515393,7.197121151539384,2501,0.0881616578896559,63516.0,25.39624150339864,0.7885250281259775,51.54494,0.153104,28368.341293335,715.54665470361,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,7.0,9.0,10.0,13.0,8.666666666666666,1.527525231651949,10.5,2.258317958127238,6.4
E01000016,Barking and Dagenham 009B,E02000010,Barking and Dagenham 009,2024,1,2024-01,11,0.0057894736842105,5.789473684210527,1900,0.053465572356065,63516.0,33.42947368421053,0.7216321554437208,51.54987,0.152443,35536.8869400024,851.136824828307,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,8.0,4.0,12.0,9.0,8.0,4.000000000000001,8.666666666666666,2.658320271650249,6.4
E01000017,Barking and Dagenham 009C,E02000010,Barking and Dagenham 009,2024,1,2024-01,6,0.0033688938798427,3.3688938798427848,1781,0.0634332606377008,63516.0,35.66311061201572,0.7030326195076191,51.55023,0.146358,28076.7531433105,715.278532778169,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,3.0,5.0,3.0,4.0,3.6666666666666665,1.15470053837925,4.166666666666667,1.6020819787597236,6.4
E01000018,Barking and Dagenham 009D,E02000010,Barking and Dagenham 009,2024,1,2024-01,3,0.0016602102933038,1.6602102933038183,1807,0.0463070154393342,63516.0,35.149972329828444,0.7073055314571499,51.54758,0.150762,39022.1650619507,1059.661712109,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,5.0,7.0,8.0,6.0,6.666666666666667,1.5275252316519483,5.333333333333333,2.0655911179772883,6.4
E01000019,Barking and Dagenham 023A,E02006799,Barking and Dagenham 023,2024,1,2024-01,7,0.0040650406504065,4.065040650406504,1722,0.0309755637385363,60925.0,35.38037166085947,0.7053869919739331,51.55687,0.119,55592.2085723877,1409.64525692142,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,3.0,4.0,4.0,5.0,3.6666666666666665,0.5773502691895932,4.833333333333333,1.7224014243685184,15.333333333333334
E01000020,Barking and Dagenham 023B,E02006799,Barking and Dagenham 023,2024,1,2024-01,10,0.0044943820224719,4.49438202247191,2225,0.0640265917042538,60925.0,27.382022471910112,0.771989393338927,51.55936,0.124541,34751.1860427856,1145.1240219251,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,20.0,9.0,7.0,14.0,12.0,7.000000000000002,12.5,5.3197744313081525,15.333333333333334
E01000021,Barking and Dagenham 008A,E02000009,Barking and Dagenham 008,2024,1,2024-01,13,0.0073115860517435,7.311586051743532,1778,0.0623316311248773,66344.0,37.31383577052869,0.6892870006363561,51.5563,0.115295,28524.843132019,787.814333335497,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,19.0,14.0,14.0,18.0,15.666666666666666,2.886751345948122,17.0,3.687817782917157,14.428571428571429
E01000022,Barking and Dagenham 008B,E02000009,Barking and Dagenham 008,2024,1,2024-01,8,0.0053050397877984,5.305039787798409,1508,0.0446851657792992,66344.0,43.9946949602122,0.633655362819258,51.55378,0.121886,33747.2173080444,933.565279883057,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,8.0,8.0,4.0,11.0,6.666666666666667,2.309401076758502,9.166666666666666,4.915960401250877,14.428571428571429
E01000024,Barking and Dagenham 008D,E02000009,Barking and Dagenham 008,2024,1,2024-01,12,0.007838014369693,7.838014369693012,1531,0.042748688290958,66344.0,43.33376877857609,0.6391589073360164,51.55226,0.11919,35813.9643859863,1087.52916714431,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,12.0,15.0,10.0,18.0,12.333333333333334,2.516611478423577,12.5,3.3911649915626354,14.428571428571429
E01000025,Barking and Dagenham 008E,E02000009,Barking and Dagenham 008,2024,1,2024-01,13,0.0066090493136756,6.609049313675649,1967,0.0651648921179607,66344.0,33.72852058973056,0.7191419863403361,51.5509,0.11741,30184.9651870728,1158.54168361011,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,11.0,14.0,19.0,22.0,14.666666666666666,4.041451884327374,17.666666666666668,4.226897995772639,14.428571428571429
E01000027,Barking and Dagenham 001A,E02000002,Barking and Dagenham 001,2024,1,2024-01,22,0.0100548446069469,10.054844606946984,2188,0.0371444120361107,60770.0,27.77422303473492,0.7687235320113266,51.58321,0.137937,58905.2263870239,1485.16333056701,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,24.0,21.0,19.0,19.0,21.33333333333333,2.5166114784235902,22.166666666666668,2.9268868558020253,18.25
E01000028,Barking and Dagenham 001B,E02000002,Barking and Dagenham 001,2024,1,2024-01,10,0.0054436581382689,5.443658138268916,1837,0.0524755336647703,60770.0,33.08111050626021,0.7245329820581288,51.58528,0.128261,35006.7902450562,1143.08502629861,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,9.0,15.0,9.0,16.0,11.0,3.464101615137765,14.666666666666666,6.282250127674533,18.25
E01000029,Barking and Dagenham 001C,E02000002,Barking and Dagenham 001,2024,1,2024-01,10,0.0048100048100048,4.81000481000481,2079,0.0348095443468949,60770.0,29.23039923039923,0.7565979259455424,51.58284,0.130861,59724.9989624023,1433.29099705255,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,19.0,15.0,16.0,21.0,16.666666666666668,2.081665999466119,15.833333333333334,6.2423286253341885,18.25
E01000030,Barking and Dagenham 001D,E02000002,Barking and Dagenham 001,2024,1,2024-01,26,0.0095729013254786,9.572901325478648,2716,0.0513187040708196,60770.0,22.37481590574374,0.8136844948603765,51.58306,0.136125,52924.173538208,1265.74959317818,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,21.0,17.0,18.0,18.0,18.666666666666668,2.081665999466113,20.666666666666668,3.66969571853944,18.25
E01000031,Barking and Dagenham 002A,E02000003,Barking and Dagenham 002,2024,1,2024-01,4,0.0020151133501259,2.0151133501259446,1985,0.0507328936047408,65183.0,32.837783375314864,0.7265591715699102,51.57516,0.1374,39126.4889297485,1057.45479974528,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,7.0,10.0,14.0,21.0,10.333333333333334,3.5118845842842434,15.0,5.621387729022087,13.166666666666666
E01000032,Barking and Dagenham 002B,E02000003,Barking and Dagenham 002,2024,1,2024-01,28,0.0128381476386978,12.838147638697846,2181,0.0494611093459454,65183.0,29.88674919761577,0.7511324876507436,51.57645,0.136479,44095.2503662109,1438.59198023544,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,20.0,14.0,20.0,34.0,18.0,3.464101615137765,28.5,12.128478882366071,13.166666666666666
E01000033,Barking and Dagenham 006A,E02000007,Barking and Dagenham 006,2024,1,2024-01,9,0.0057397959183673,5.739795918367348,1568,0.0302403450906018,60858.0,38.8125,0.6768075959286305,51.5553,0.164384,51851.2601394653,1402.92862112907,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,9.0,5.0,8.0,7.0,7.333333333333333,2.081665999466136,6.666666666666667,1.6329931618554656,18.6
E01000034,Barking and Dagenham 003A,E02000004,Barking and Dagenham 003,2024,1,2024-01,9,0.0054844606946983,5.484460694698354,1641,0.0320946067349786,73728.0,44.92870201096892,0.6258778688636079,51.55438,0.165754,51130.0859222412,1362.87177560029,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,6.0,8.0,15.0,10.0,9.666666666666666,4.725815626252595,11.833333333333334,4.445971959725655,6.75
E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,2024,1,2024-01,24,0.0124675324675324,12.467532467532468,1925,0.0621187128788283,65211.0,33.87584415584416,0.7179152202853636,51.5488,0.165157,30989.0516204834,744.66220619842,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,31.0,9.0,14.0,19.0,18.0,11.532562594670797,17.5,7.503332592921626,21.75
E01000036,Barking and Dagenham 010B,E02000011,Barking and Dagenham 010,2024,1,2024-01,14,0.0092531394580304,9.253139458030404,1513,0.0270762215911869,65211.0,43.1004626569729,0.6411016517179939,51.54705,0.159161,55879.2885818481,1233.56550134661,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,23.0,22.0,12.0,25.0,19.0,6.082762530298218,23.166666666666668,6.112828041640524,21.75
E01000037,Barking and Dagenham 003B,E02000004,Barking and Dagenham 003,2024,1,2024-01,7,0.0039370078740157,3.937007874015748,1778,0.0282334866350678,73728.0,41.46681664791901,0.6547050521963895,51.56154,0.180825,62974.8646697998,1839.2656219814,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,2.0,1.0,4.0,2.0,2.333333333333333,1.5275252316519472,2.0,1.0954451150103257,6.75
E01000038,Barking and Dagenham 003C,E02000004,Barking and Dagenham 003,2024,1,2024-01,3,0.0017899761336515,1.7899761336515514,1676,0.041847220690963,73728.0,43.99045346062052,0.6336906818646661,51.56318,0.169894,40050.4495239258,948.022469106714,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,16.0,13.0,11.0,10.0,13.333333333333334,2.516611478423592,13.0,2.280350850198281,6.75
E01000039,Barking and Dagenham 003D,E02000004,Barking and Dagenham 003,2024,1,2024-01,8,0.0040795512493625,4.07955124936257,1961,0.0458301585933933,73728.0,37.59714431412544,0.6869278851632741,51.56013,0.182373,42788.4183731079,1008.00581809778,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,3.0,8.0,4.0,15.0,5.0,2.6457513110645725,9.666666666666666,5.715476066494091,6.75
E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,2024,1,2024-01,9,0.0046656298600311,4.665629860031105,1929,0.0452717927268453,65630.0,34.02280974598237,0.7166914351029472,51.53736,0.099247,42609.3133010864,1076.57659749819,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,5.0,12.0,9.0,21.0,8.666666666666666,3.511884584284227,13.166666666666666,6.242328625334193,13.125
E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,2024,1,2024-01,14,0.0074152542372881,7.415254237288136,1888,0.0717301686107552,63925.0,33.858580508474574,0.7180589749957382,51.5369,0.114122,26320.863822937,811.578961424792,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,9.0,8.0,7.0,12.0,8.0,1.0000000000000109,9.0,2.5298221281346995,15.0
E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,2024,1,2024-01,9,0.0043499275012083,4.349927501208313,2069,0.0397948381768104,63925.0,30.896568390526824,0.7427237045877012,51.53839,0.109576,51991.6676330566,1201.08691371857,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,10.0,14.0,21.0,20.0,15.0,5.567764362830024,17.666666666666668,6.153589738247663,15.0
E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,2024,1,2024-01,15,0.0092421441774491,9.24214417744917,1623,0.023389917740271,65630.0,40.437461491065925,0.6632765115918577,51.5352,0.102017,69388.8716506958,1728.01349658056,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,11.0,16.0,13.0,11.0,13.333333333333334,2.5166114784235862,12.0,2.366431913239837,13.125
E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,2024,1,2024-01,8,0.0039840637450199,3.98406374501992,2008,0.0453330566386392,66790.0,33.26195219123506,0.7230271100085741,51.53694,0.086451,44294.3880004883,1657.11489834338,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,11.0,24.0,21.0,21.0,18.666666666666668,6.806859285554048,19.5,4.593473631142342,16.6
E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,2024,1,2024-01,23,0.0127919911012235,12.791991101223582,1798,0.0395421037109387,63925.0,35.55339265850945,0.703946242932121,51.53359,0.111705,45470.5195541382,993.530425290869,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,22.0,28.0,23.0,32.0,24.33333333333333,3.2145502536642967,26.666666666666668,4.273952113286574,15.0
E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,2024,1,2024-01,17,0.0084745762711864,8.474576271186441,2006,0.0601450291887318,63925.0,31.86689930209372,0.7346437411724596,51.53844,0.120365,33352.7147140503,961.296866501615,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,17.0,14.0,12.0,10.0,14.333333333333334,2.5166114784235862,12.333333333333334,2.8751811537130427,15.0
E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,2024,1,2024-01,16,0.0124610591900311,12.461059190031152,1284,0.0399159984308227,77465.0,60.3309968847352,0.4976226750866377,51.53202,0.087452,32167.5531234741,767.580562584404,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,25.0,13.0,15.0,17.0,17.666666666666668,6.429100507328634,16.333333333333332,4.633213427705117,26.5
E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,2024,1,2024-01,12,0.006125574272588,6.125574272588056,1959,0.0666703500273369,65630.0,33.5017866258295,0.7210300042437903,51.535,0.086608,29383.3765563965,1114.64664860937,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,12.0,17.0,16.0,16.0,15.0,2.6457513110645934,15.5,4.764451699828653,13.125
E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,2024,1,2024-01,15,0.0079197465681098,7.91974656810982,1894,0.1478611440431154,77465.0,40.900211193241816,0.6594231862783753,51.53441,0.083668,12809.3152008057,610.169874164508,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,7.0,19.0,12.0,13.0,12.666666666666666,6.027713773341711,10.5,5.205766033928144,26.5
E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,2024,1,2024-01,11,0.0042901716068642,4.290171606864274,2564,0.0469512265088883,65630.0,25.59672386895476,0.7868556077666088,51.53193,0.093489,54609.8619918823,1755.04217577769,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,9.0,22.0,13.0,17.0,14.666666666666666,6.658328118479393,14.333333333333334,5.354126134736335,13.125
E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,2024,1,2024-01,4,0.0023995200959808,2.399520095980804,1667,0.0465928012547497,63260.0,37.948410317936414,0.6840028866643315,51.53311,0.141616,35778.0591659546,1575.4472956721,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,11.0,11.0,12.0,11.0,11.333333333333334,0.5773502691895813,10.666666666666666,3.614784456460262,17.4
E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,2024,1,2024-01,15,0.0082644628099173,8.264462809917356,1815,0.0608619952812554,68933.0,37.97961432506887,0.683743050320839,51.53479,0.132178,29821.5658493042,1199.85890151194,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,12.0,20.0,11.0,12.0,14.333333333333334,4.932882862316248,14.0,3.633180424916986,28.8
E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,2024,1,2024-01,9,0.0054151624548736,5.415162454873646,1662,0.0613490516055558,68933.0,41.47593261131167,0.6546291434009164,51.5352,0.126358,27090.8833389282,666.564006443768,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,2.0,2.0,9.0,5.0,4.333333333333333,4.041451884327383,7.333333333333333,5.988878581726853,28.8
E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,2024,1,2024-01,8,0.0045819014891179,4.581901489117985,1746,0.0273487675568058,68933.0,39.480526918671245,0.671244923443484,51.53458,0.139104,63841.9993286133,1107.06960932282,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,25.0,16.0,12.0,7.0,17.666666666666668,6.658328118479393,14.0,6.1318838867023615,28.8
E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,2024,1,2024-01,22,0.0134310134310134,13.431013431013431,1638,0.0623996554692572,61251.0,37.39377289377289,0.6886213627352715,51.53634,0.123382,26250.1449356079,848.674737107533,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,20.0,24.0,21.0,38.0,21.666666666666668,2.081665999466136,21.83333333333333,9.410986487434071,15.6
E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,2024,1,2024-01,19,0.008624602814344,8.624602814344076,2203,0.0741274279336274,68933.0,31.29051293690422,0.7394433210768602,51.54042,0.139003,29719.0940170288,821.680549833826,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,12.0,9.0,15.0,42.0,12.0,2.999999999999992,16.833333333333332,12.576432986608983,28.8
E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,2024,1,2024-01,4,0.0022535211267605,2.2535211267605635,1775,0.0345506181041361,59470.0,33.50422535211268,0.7210096969250055,51.53384,0.143554,51373.9000167847,1595.21598388339,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,14.0,3.0,7.0,11.0,8.0,5.567764362830022,9.833333333333334,4.11906138175515,16.0
E01000060,Barking and Dagenham 006B,E02000007,Barking and Dagenham 006,2024,1,2024-01,18,0.0076660988074957,7.666098807495741,2348,0.050944471979275,60858.0,25.9190800681431,0.7841713417445029,51.55801,0.150763,46089.3971176147,1051.90446959071,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,16.0,22.0,23.0,30.0,20.33333333333333,3.7859388972001953,23.5,4.764451699828618,18.6
E01000061,Barking and Dagenham 006C,E02000007,Barking and Dagenham 006,2024,1,2024-01,22,0.0106280193236714,10.6280193236715,2070,0.0086194374703185,60858.0,29.4,0.7551856572058419,51.56357,0.154604,240154.883323669,2091.51226825489,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,35.0,20.0,27.0,29.0,27.33333333333333,7.505553499465134,28.5,5.856620185738517,18.6
E01000062,Barking and Dagenham 006D,E02000007,Barking and Dagenham 006,2024,1,2024-01,18,0.0076142131979695,7.614213197969543,2364,0.0618768493416853,60858.0,25.743654822335024,0.7856321110051153,51.55432,0.154009,38204.9187240601,1360.98319850704,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,13.0,17.0,11.0,13.0,13.666666666666666,3.055050463303908,14.5,2.9495762407505,18.6
E01000063,Barking and Dagenham 004A,E02000005,Barking and Dagenham 004,2024,1,2024-01,6,0.0032644178454842,3.264417845484222,1838,0.0444620325672072,65500.0,35.63656147986942,0.7032536946211617,51.55582,0.148511,41338.6409454346,1044.55575506224,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,7.0,5.0,1.0,3.0,4.333333333333333,3.055050463303887,5.0,2.5298221281347035,12.833333333333334
E01000064,Barking and Dagenham 006E,E02000007,Barking and Dagenham 006,2024,1,2024-01,18,0.0076045627376425,7.604562737642586,2367,0.0530948980666245,60858.0,25.711026615969583,0.7859038066819148,51.5551,0.159383,44580.5545578003,1535.68903695355,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,20.0,18.0,24.0,16.0,20.666666666666668,3.055050463303893,20.166666666666668,3.6009258068817025,18.6
E01000065,Barking and Dagenham 007A,E02000008,Barking and Dagenham 007,2024,1,2024-01,15,0.0073135056070209,7.313505607020965,2051,0.0448567064647205,61950.0,30.204778156996586,0.748484254634406,51.55315,0.145543,45723.3747558594,1247.96742763178,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,16.0,9.0,5.0,20.0,10.0,5.567764362830007,13.166666666666666,6.369196704975174,13.0
E01000066,Barking and Dagenham 011A,E02000012,Barking and Dagenham 011,2024,1,2024-01,6,0.0022379709063782,2.237970906378217,2681,0.0618617723300004,73025.0,27.237970906378216,0.7731889133846468,51.54654,0.108337,43338.5578689575,935.513332977797,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,8.0,21.0,15.0,17.0,14.666666666666666,6.506407098647716,13.0,5.899152481501049,10.6
E01000067,Barking and Dagenham 011B,E02000012,Barking and Dagenham 011,2024,1,2024-01,7,0.0029991431019708,2.9991431019708656,2334,0.0529727898439009,73025.0,31.28748928877464,0.739468499050659,51.54712,0.100114,44060.3563995361,1092.90359005343,8.4,2.5,50.6,71.4,8,0.4999999999999999,0.8660254037844387,0,1,0,0,6.0,8.0,13.0,13.0,9.0,3.6055512754639847,10.333333333333334,2.8751811537130387,10.6
